"LOCATION","Country","SUB","Subject","YEA","Year",Value,Flags
"AUS","Australia","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1972","1972",12.2,
"AUS","Australia","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1973","1973",12.9,
"AUS","Australia","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1974","1974",13.1,
"AUS","Australia","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1975","1975",12.9,
"AUS","Australia","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1976","1976",13.1,
"AUS","Australia","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1977","1977",13,
"AUS","Australia","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1978","1978",12.7,
"AUS","Australia","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1979","1979",12.7,
"AUS","Australia","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1980","1980",12.7,
"AUS","Australia","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1981","1981",12.8,
"AUS","Australia","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1982","1982",12.4,
"AUS","Australia","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1983","1983",12.2,
"AUS","Australia","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1984","1984",11.7,
"AUS","Australia","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1985","1985",11.8,
"AUS","Australia","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1986","1986",11.3,
"AUS","Australia","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1987","1987",11.4,
"AUS","Australia","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1988","1988",11.3,
"AUS","Australia","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1989","1989",11,
"AUS","Australia","PRODGWTHACC_T1A","Contributions to GDP growth: Labour input, average annual growth rate 2000-2011","1985","1985",1.3,
"AUS","Australia","SUICID_G1","Suicide rates","1970","1970",15,
"AUS","Australia","SUICID_G1","Suicide rates","1971","1971",16.3,
"AUS","Australia","SUICID_G1","Suicide rates","1972","1972",15,
"AUS","Australia","SUICID_G1","Suicide rates","1973","1973",13.8,
"AUS","Australia","SUICID_G1","Suicide rates","1974","1974",14.1,
"AUS","Australia","SUICID_G1","Suicide rates","1975","1975",13,
"AUS","Australia","SUICID_G1","Suicide rates","1976","1976",12.6,
"AUS","Australia","SUICID_G1","Suicide rates","1977","1977",12.9,
"AUS","Australia","SUICID_G1","Suicide rates","1978","1978",12.7,
"AUS","Australia","SUICID_G1","Suicide rates","1979","1979",13,
"AUS","Australia","SUICID_G1","Suicide rates","1980","1980",12.3,
"AUS","Australia","SUICID_G1","Suicide rates","1981","1981",12.5,
"AUS","Australia","SUICID_G1","Suicide rates","1982","1982",12.9,
"AUS","Australia","SUICID_G1","Suicide rates","1983","1983",12.1,
"AUS","Australia","SUICID_G1","Suicide rates","1984","1984",12.2,
"AUS","Australia","SUICID_G1","Suicide rates","1985","1985",12.6,
"AUS","Australia","SUICID_G1","Suicide rates","1986","1986",13.6,
"AUS","Australia","SUICID_G1","Suicide rates","1987","1987",14.2,
"AUS","Australia","SUICID_G1","Suicide rates","1988","1988",13.8,
"AUS","Australia","SUICID_G1","Suicide rates","1989","1989",12.9,
"AUS","Australia","WASTE_T1B","Total amount generated municipal waste","1980","1980",10000,
"AUS","Australia","PRODGWTHACC_T1E","Contributions to GDP growth: ICT capital, average annual growth rate 1985-2010","1985","1985",0.5,
"AUS","Australia","DOCTOR_G2A","General practitioners as a percentage of total physicians","1980","1980",66.81,
"AUS","Australia","DOCTOR_G2A","General practitioners as a percentage of total physicians","1981","1981",66.86,
"AUS","Australia","DOCTOR_G2A","General practitioners as a percentage of total physicians","1982","1982",67.12,
"AUS","Australia","DOCTOR_G2A","General practitioners as a percentage of total physicians","1983","1983",67.8,
"AUS","Australia","DOCTOR_G2A","General practitioners as a percentage of total physicians","1984","1984",59.43,
"AUS","Australia","DOCTOR_G2A","General practitioners as a percentage of total physicians","1985","1985",59.69,
"AUS","Australia","DOCTOR_G2A","General practitioners as a percentage of total physicians","1986","1986",60.06,
"AUS","Australia","DOCTOR_G2A","General practitioners as a percentage of total physicians","1987","1987",59.99,
"AUS","Australia","DOCTOR_G2A","General practitioners as a percentage of total physicians","1988","1988",60.1,
"AUS","Australia","DOCTOR_G2A","General practitioners as a percentage of total physicians","1989","1989",60.21,
"AUS","Australia","SMOKE_G3B","Adult population smoking daily: males","1974","1974",45.3,
"AUS","Australia","SMOKE_G3B","Adult population smoking daily: males","1976","1976",43.9,
"AUS","Australia","SMOKE_G3B","Adult population smoking daily: males","1980","1980",41.1,
"AUS","Australia","SMOKE_G3B","Adult population smoking daily: males","1983","1983",40.3,
"AUS","Australia","SMOKE_G3B","Adult population smoking daily: males","1986","1986",32.9,
"AUS","Australia","SMOKE_G3B","Adult population smoking daily: males","1989","1989",30.2,
"AUS","Australia","SMOKE_G3A","Adult population smoking daily: females","1974","1974",29.6,
"AUS","Australia","SMOKE_G3A","Adult population smoking daily: females","1976","1976",32.5,
"AUS","Australia","SMOKE_G3A","Adult population smoking daily: females","1980","1980",31.1,
"AUS","Australia","SMOKE_G3A","Adult population smoking daily: females","1983","1983",30.9,
"AUS","Australia","SMOKE_G3A","Adult population smoking daily: females","1986","1986",28.5,
"AUS","Australia","SMOKE_G3A","Adult population smoking daily: females","1989","1989",27,
"AUS","Australia","DOCTOR_G3","Medical graduates","1980","1980",9.33,
"AUS","Australia","DOCTOR_G3","Medical graduates","1981","1981",8.56,
"AUS","Australia","DOCTOR_G3","Medical graduates","1982","1982",8.59,
"AUS","Australia","DOCTOR_G3","Medical graduates","1983","1983",8.91,
"AUS","Australia","DOCTOR_G3","Medical graduates","1984","1984",8.9,
"AUS","Australia","DOCTOR_G3","Medical graduates","1985","1985",8.84,
"AUS","Australia","DOCTOR_G3","Medical graduates","1986","1986",8.61,
"AUS","Australia","DOCTOR_G3","Medical graduates","1987","1987",8.15,
"AUS","Australia","DOCTOR_G3","Medical graduates","1988","1988",8,
"AUS","Australia","DOCTOR_G3","Medical graduates","1989","1989",7.41,
"AUS","Australia","INFMORTY_G2","Infant mortality","1970","1970",17.9,
"AUS","Australia","INFMORTY_G2","Infant mortality","1971","1971",17.3,
"AUS","Australia","INFMORTY_G2","Infant mortality","1972","1972",16.7,
"AUS","Australia","INFMORTY_G2","Infant mortality","1973","1973",16.5,
"AUS","Australia","INFMORTY_G2","Infant mortality","1974","1974",16.1,
"AUS","Australia","INFMORTY_G2","Infant mortality","1975","1975",14.3,
"AUS","Australia","INFMORTY_G2","Infant mortality","1976","1976",13.8,
"AUS","Australia","INFMORTY_G2","Infant mortality","1977","1977",12.5,
"AUS","Australia","INFMORTY_G2","Infant mortality","1978","1978",12.2,
"AUS","Australia","INFMORTY_G2","Infant mortality","1979","1979",11.4,
"AUS","Australia","INFMORTY_G2","Infant mortality","1980","1980",10.7,
"AUS","Australia","INFMORTY_G2","Infant mortality","1981","1981",10,
"AUS","Australia","INFMORTY_G2","Infant mortality","1982","1982",10.3,
"AUS","Australia","INFMORTY_G2","Infant mortality","1983","1983",9.6,
"AUS","Australia","INFMORTY_G2","Infant mortality","1984","1984",9.2,
"AUS","Australia","INFMORTY_G2","Infant mortality","1985","1985",9.9,
"AUS","Australia","INFMORTY_G2","Infant mortality","1986","1986",8.8,
"AUS","Australia","INFMORTY_G2","Infant mortality","1987","1987",8.7,
"AUS","Australia","INFMORTY_G2","Infant mortality","1988","1988",8.7,
"AUS","Australia","INFMORTY_G2","Infant mortality","1989","1989",8,
"AUS","Australia","PRODGWTHACC_T1B","Contributions to GDP growth: IT equipment, average annual growth rate 2000-2011","1985","1985",0.3,
"AUS","Australia","PRODGWTHACC_T1C","Contributions to GDP growth: telecommunication equipment, average annual growth rate 2000-2011","1985","1985",0.1,
"AUS","Australia","PRODGWTHACC_T1D","Contributions to GDP growth: software, average annual growth rate 2000-2011","1985","1985",0.1,
"AUS","Australia","PRODGWTHACC_T1F","Contributions to GDP growth: Non-ICT capital, average annual growth rate 2000-2011","1985","1985",0.6,
"AUS","Australia","PRODGWTHACC_T1G","Contributions to GDP growth: Multi-factor productivity, average annual growth rate 2000-2011","1985","1985",0.9,
"AUS","Australia","PRODGWTHACC_T1H","Contributions to GDP growth: GDP growth, average annual growth rate 2000-2011","1985","1985",3.3,
"AUS","Australia","EVOPOP_T1","Population levels","1970","1970",12507.35,
"AUS","Australia","EVOPOP_T1","Population levels","1971","1971",13067.27,
"AUS","Australia","EVOPOP_T1","Population levels","1972","1972",13303.66,
"AUS","Australia","EVOPOP_T1","Population levels","1973","1973",13504.54,
"AUS","Australia","EVOPOP_T1","Population levels","1974","1974",13722.57,
"AUS","Australia","EVOPOP_T1","Population levels","1975","1975",13893,
"AUS","Australia","EVOPOP_T1","Population levels","1976","1976",14033.08,
"AUS","Australia","EVOPOP_T1","Population levels","1977","1977",14192.23,
"AUS","Australia","EVOPOP_T1","Population levels","1978","1978",14359.26,
"AUS","Australia","EVOPOP_T1","Population levels","1979","1979",14515.73,
"AUS","Australia","EVOPOP_T1","Population levels","1980","1980",14695.36,
"AUS","Australia","EVOPOP_T1","Population levels","1981","1981",14923.26,
"AUS","Australia","EVOPOP_T1","Population levels","1982","1982",15184.25,
"AUS","Australia","EVOPOP_T1","Population levels","1983","1983",15393.47,
"AUS","Australia","EVOPOP_T1","Population levels","1984","1984",15579.39,
"AUS","Australia","EVOPOP_T1","Population levels","1985","1985",15788.31,
"AUS","Australia","EVOPOP_T1","Population levels","1986","1986",16018.35,
"AUS","Australia","EVOPOP_T1","Population levels","1987","1987",16263.87,
"AUS","Australia","EVOPOP_T1","Population levels","1988","1988",16532.16,
"AUS","Australia","EVOPOP_T1","Population levels","1989","1989",16814.42,
"AUS","Australia","EVOPOP_T2","Population growth rates","1970","1970",1.992455,
"AUS","Australia","EVOPOP_T2","Population growth rates","1971","1971",4.476696,
"AUS","Australia","EVOPOP_T2","Population growth rates","1972","1972",1.809093,
"AUS","Australia","EVOPOP_T2","Population growth rates","1973","1973",1.509915,
"AUS","Australia","EVOPOP_T2","Population growth rates","1974","1974",1.614516,
"AUS","Australia","EVOPOP_T2","Population growth rates","1975","1975",1.241925,
"AUS","Australia","EVOPOP_T2","Population growth rates","1976","1976",1.008335,
"AUS","Australia","EVOPOP_T2","Population growth rates","1977","1977",1.134113,
"AUS","Australia","EVOPOP_T2","Population growth rates","1978","1978",1.176848,
"AUS","Australia","EVOPOP_T2","Population growth rates","1979","1979",1.089708,
"AUS","Australia","EVOPOP_T2","Population growth rates","1980","1980",1.237465,
"AUS","Australia","EVOPOP_T2","Population growth rates","1981","1981",1.550857,
"AUS","Australia","EVOPOP_T2","Population growth rates","1982","1982",1.74886,
"AUS","Australia","EVOPOP_T2","Population growth rates","1983","1983",1.377908,
"AUS","Australia","EVOPOP_T2","Population growth rates","1984","1984",1.207778,
"AUS","Australia","EVOPOP_T2","Population growth rates","1985","1985",1.341009,
"AUS","Australia","EVOPOP_T2","Population growth rates","1986","1986",1.457015,
"AUS","Australia","EVOPOP_T2","Population growth rates","1987","1987",1.532767,
"AUS","Australia","EVOPOP_T2","Population growth rates","1988","1988",1.649607,
"AUS","Australia","EVOPOP_T2","Population growth rates","1989","1989",1.70729,
"AUS","Australia","EVOPOP_T4","Working age population","1970","1970",62.82686,B
"AUS","Australia","EVOPOP_T4","Working age population","1971","1971",62.97886,
"AUS","Australia","EVOPOP_T4","Working age population","1972","1972",63.08509,
"AUS","Australia","EVOPOP_T4","Working age population","1973","1973",63.26088,
"AUS","Australia","EVOPOP_T4","Working age population","1974","1974",63.5242,
"AUS","Australia","EVOPOP_T4","Working age population","1975","1975",63.78613,
"AUS","Australia","EVOPOP_T4","Working age population","1976","1976",64.08543,
"AUS","Australia","EVOPOP_T4","Working age population","1977","1977",64.40851,
"AUS","Australia","EVOPOP_T4","Working age population","1978","1978",64.6926,
"AUS","Australia","EVOPOP_T4","Working age population","1979","1979",64.94724,
"AUS","Australia","EVOPOP_T4","Working age population","1980","1980",65.13,
"AUS","Australia","EVOPOP_T4","Working age population","1981","1981",65.28548,
"AUS","Australia","EVOPOP_T4","Working age population","1982","1982",65.46583,
"AUS","Australia","EVOPOP_T4","Working age population","1983","1983",65.65583,
"AUS","Australia","EVOPOP_T4","Working age population","1984","1984",65.91914,
"AUS","Australia","EVOPOP_T4","Working age population","1985","1985",66.13589,
"AUS","Australia","EVOPOP_T4","Working age population","1986","1986",66.40335,
"AUS","Australia","EVOPOP_T4","Working age population","1987","1987",66.63383,
"AUS","Australia","EVOPOP_T4","Working age population","1988","1988",66.78951,
"AUS","Australia","EVOPOP_T4","Working age population","1989","1989",66.86526,
"AUS","Australia","EVOPOP_T3","Total fertility rates","1970","1970",2.86, 
"AUS","Australia","EVOPOP_T3","Total fertility rates","1971","1971",2.95,
"AUS","Australia","EVOPOP_T3","Total fertility rates","1972","1972",2.74,
"AUS","Australia","EVOPOP_T3","Total fertility rates","1973","1973",2.49,
"AUS","Australia","EVOPOP_T3","Total fertility rates","1974","1974",2.32,
"AUS","Australia","EVOPOP_T3","Total fertility rates","1975","1975",2.15,
"AUS","Australia","EVOPOP_T3","Total fertility rates","1976","1976",2.06,
"AUS","Australia","EVOPOP_T3","Total fertility rates","1977","1977",2.01,
"AUS","Australia","EVOPOP_T3","Total fertility rates","1978","1978",1.95,
"AUS","Australia","EVOPOP_T3","Total fertility rates","1979","1979",1.91,
"AUS","Australia","EVOPOP_T3","Total fertility rates","1980","1980",1.89, 
"AUS","Australia","EVOPOP_T3","Total fertility rates","1981","1981",1.94,
"AUS","Australia","EVOPOP_T3","Total fertility rates","1982","1982",1.93,
"AUS","Australia","EVOPOP_T3","Total fertility rates","1983","1983",1.92,
"AUS","Australia","EVOPOP_T3","Total fertility rates","1984","1984",1.84,
"AUS","Australia","EVOPOP_T3","Total fertility rates","1985","1985",1.92,
"AUS","Australia","EVOPOP_T3","Total fertility rates","1986","1986",1.87,
"AUS","Australia","EVOPOP_T3","Total fertility rates","1987","1987",1.85,
"AUS","Australia","EVOPOP_T3","Total fertility rates","1988","1988",1.83,
"AUS","Australia","EVOPOP_T3","Total fertility rates","1989","1989",1.84,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1970","1970",28.82806,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1971","1971",28.67683,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1972","1972",28.50891,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1973","1973",28.23318,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1974","1974",27.86839,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1975","1975",27.49316,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1976","1976",26.98691,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1977","1977",26.51904,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1978","1978",26.06728,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1979","1979",25.61659,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1980","1980",25.25283,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1981","1981",24.96465,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1982","1982",24.66363,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1983","1983",24.3676,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1984","1984",23.97915,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1985","1985",23.59683,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1986","1986",23.0955,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1987","1987",22.67199,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1988","1988",22.37475,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1989","1989",22.15312,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1970","1970",8.345078,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1971","1971",8.344309,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1972","1972",8.406,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1973","1973",8.50594,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1974","1974",8.60741,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1975","1975",8.720712,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1976","1976",8.927668,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1977","1977",9.072448,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1978","1978",9.240117,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1979","1979",9.436164,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1980","1980",9.617167,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1981","1981",9.749874,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1982","1982",9.870545,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1983","1983",9.976697,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1984","1984",10.10172,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1985","1985",10.26727,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1986","1986",10.50115,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1987","1987",10.69417,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1988","1988",10.83574,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1989","1989",10.98162,
"AUS","Australia","SIZEGDP_T2","GDP per capita","1970","1970",4643.3367,
"AUS","Australia","SIZEGDP_T2","GDP per capita","1971","1971",4852.8061,
"AUS","Australia","SIZEGDP_T2","GDP per capita","1972","1972",5201.894,
"AUS","Australia","SIZEGDP_T2","GDP per capita","1973","1973",5788.1301,
"AUS","Australia","SIZEGDP_T2","GDP per capita","1974","1974",6234.0487,
"AUS","Australia","SIZEGDP_T2","GDP per capita","1975","1975",6915.1987,
"AUS","Australia","SIZEGDP_T2","GDP per capita","1976","1976",7379.2375,
"AUS","Australia","SIZEGDP_T2","GDP per capita","1977","1977",7707.894,
"AUS","Australia","SIZEGDP_T2","GDP per capita","1978","1978",8529.3046,
"AUS","Australia","SIZEGDP_T2","GDP per capita","1979","1979",9431.4727,
"AUS","Australia","SIZEGDP_T2","GDP per capita","1980","1980",10449.55,
"AUS","Australia","SIZEGDP_T2","GDP per capita","1981","1981",11802.95,
"AUS","Australia","SIZEGDP_T2","GDP per capita","1982","1982",11867.15,
"AUS","Australia","SIZEGDP_T2","GDP per capita","1983","1983",12668.33,
"AUS","Australia","SIZEGDP_T2","GDP per capita","1984","1984",13463.689,
"AUS","Australia","SIZEGDP_T2","GDP per capita","1985","1985",14447.286,
"AUS","Australia","SIZEGDP_T2","GDP per capita","1986","1986",14786.855,
"AUS","Australia","SIZEGDP_T2","GDP per capita","1987","1987",15824.397,
"AUS","Australia","SIZEGDP_T2","GDP per capita","1988","1988",16920.286,
"AUS","Australia","SIZEGDP_T2","GDP per capita","1989","1989",17590.065,
"AUS","Australia","EVOGDP_T1","Real GDP growth","1970","1970",4.006772,
"AUS","Australia","EVOGDP_T1","Real GDP growth","1971","1971",3.9107735,
"AUS","Australia","EVOGDP_T1","Real GDP growth","1972","1972",2.5971705,
"AUS","Australia","EVOGDP_T1","Real GDP growth","1973","1973",4.100135,
"AUS","Australia","EVOGDP_T1","Real GDP growth","1974","1974",1.3335246,
"AUS","Australia","EVOGDP_T1","Real GDP growth","1975","1975",2.5871349,
"AUS","Australia","EVOGDP_T1","Real GDP growth","1976","1976",3.6079856,
"AUS","Australia","EVOGDP_T1","Real GDP growth","1977","1977",0.89756936,
"AUS","Australia","EVOGDP_T1","Real GDP growth","1978","1978",4.053819,
"AUS","Australia","EVOGDP_T1","Real GDP growth","1979","1979",3.0511438,
"AUS","Australia","EVOGDP_T1","Real GDP growth","1980","1980",3.3568723,
"AUS","Australia","EVOGDP_T1","Real GDP growth","1981","1981",3.3236209,
"AUS","Australia","EVOGDP_T1","Real GDP growth","1982","1982",-2.2336419,
"AUS","Australia","EVOGDP_T1","Real GDP growth","1983","1983",4.630607,
"AUS","Australia","EVOGDP_T1","Real GDP growth","1984","1984",5.2494572,
"AUS","Australia","EVOGDP_T1","Real GDP growth","1985","1985",3.9326289,
"AUS","Australia","EVOGDP_T1","Real GDP growth","1986","1986",2.452277,
"AUS","Australia","EVOGDP_T1","Real GDP growth","1987","1987",5.5749161,
"AUS","Australia","EVOGDP_T1","Real GDP growth","1988","1988",3.9622015,
"AUS","Australia","EVOGDP_T1","Real GDP growth","1989","1989",4.1495169,
"AUS","Australia","INVRATES_T1","Gross fixed capital formation","1970","1970",3.2422746,
"AUS","Australia","INVRATES_T1","Gross fixed capital formation","1971","1971",2.8005893,
"AUS","Australia","INVRATES_T1","Gross fixed capital formation","1972","1972",3.0336138,
"AUS","Australia","INVRATES_T1","Gross fixed capital formation","1973","1973",4.3159127,
"AUS","Australia","INVRATES_T1","Gross fixed capital formation","1974","1974",-6.4000845,
"AUS","Australia","INVRATES_T1","Gross fixed capital formation","1975","1975",3.4103891,
"AUS","Australia","INVRATES_T1","Gross fixed capital formation","1976","1976",3.8775761,
"AUS","Australia","INVRATES_T1","Gross fixed capital formation","1977","1977",3.8155511,
"AUS","Australia","INVRATES_T1","Gross fixed capital formation","1978","1978",9.7713361,
"AUS","Australia","INVRATES_T1","Gross fixed capital formation","1979","1979",2.8757748,
"AUS","Australia","INVRATES_T1","Gross fixed capital formation","1980","1980",12.777467,
"AUS","Australia","INVRATES_T1","Gross fixed capital formation","1981","1981",7.2681953,
"AUS","Australia","INVRATES_T1","Gross fixed capital formation","1982","1982",-9.4836046,
"AUS","Australia","INVRATES_T1","Gross fixed capital formation","1983","1983",5.0954241,
"AUS","Australia","INVRATES_T1","Gross fixed capital formation","1984","1984",9.6179299,
"AUS","Australia","INVRATES_T1","Gross fixed capital formation","1985","1985",5.9224602,
"AUS","Australia","INVRATES_T1","Gross fixed capital formation","1986","1986",0.39812254,
"AUS","Australia","INVRATES_T1","Gross fixed capital formation","1987","1987",7.4925909,
"AUS","Australia","INVRATES_T1","Gross fixed capital formation","1988","1988",10.725381,
"AUS","Australia","INVRATES_T1","Gross fixed capital formation","1989","1989",0.76453672,
"AUS","Australia","PRODULC_T1","Unit labour costs, total economy","1971","1971",7.043375,E
"AUS","Australia","PRODULC_T1","Unit labour costs, total economy","1972","1972",8.016186,E
"AUS","Australia","PRODULC_T1","Unit labour costs, total economy","1973","1973",15.32594,E
"AUS","Australia","PRODULC_T1","Unit labour costs, total economy","1974","1974",21.01894,E
"AUS","Australia","PRODULC_T1","Unit labour costs, total economy","1975","1975",13.46117,E
"AUS","Australia","PRODULC_T1","Unit labour costs, total economy","1976","1976",8.831528,E
