"LOCATION","Country","SUB","Subject","YEA","Year",Value,Flags
"AUS","Australia","MIGUNEMP_T1D","Unemployment rates of foreign-born populations: Women","2012","2012",5.996,
"AUS","Australia","MIGUNEMP_T1E","Unemployment rates of native-born populations: Total","2010","2010",5.245,
"AUS","Australia","MIGUNEMP_T1E","Unemployment rates of native-born populations: Total","2011","2011",5.202,
"AUS","Australia","MIGUNEMP_T1E","Unemployment rates of native-born populations: Total","2012","2012",5.34,
"AUS","Australia","MIGUNEMP_T1F","Unemployment rates of foreign-born populations: Total","2010","2010",5.549,
"AUS","Australia","MIGUNEMP_T1F","Unemployment rates of foreign-born populations: Total","2011","2011",5.232,
"AUS","Australia","MIGUNEMP_T1F","Unemployment rates of foreign-born populations: Total","2012","2012",5.392,
"AUS","Australia","SIZEGDP_T2","GDP per capita","2010","2010",41644.964,
"AUS","Australia","SIZEGDP_T2","GDP per capita","2011","2011",43208.087,
"AUS","Australia","SIZEGDP_T2","GDP per capita","2012","2012",43060.396,E
"AUS","Australia","EVOGDP_T1","Real GDP growth","2010","2010",2.2392863,
"AUS","Australia","EVOGDP_T1","Real GDP growth","2011","2011",3.6148417,
"AUS","Australia","EVOGDP_T1","Real GDP growth","2012","2012",2.5976552,
"AUS","Australia","EVOGDP_T1","Real GDP growth","2013","2013",2.4479331,E
"AUS","Australia","INVRATES_T1","Gross fixed capital formation","2010","2010",3.6810341,
"AUS","Australia","INVRATES_T1","Gross fixed capital formation","2011","2011",11.214488,
"AUS","Australia","INVRATES_T1","Gross fixed capital formation","2012","2012",2.0078725,
"AUS","Australia","PRODGWTHGDP_T1B","GDP per Hour Worked","2012","2012",1.1, 
"AUS","Australia","PRODGWTHGDP_T1C","Labour Utilisation","2012","2012",0.3, 
"AUS","Australia","PRODGWTHGDP_T1A","GDP per capita","2012","2012",1.5, 
"AUS","Australia","PRODULC_T1","Unit labour costs, total economy","2010","2010",4.799603,
"AUS","Australia","PRODULC_T1","Unit labour costs, total economy","2011","2011",2.49475,
"AUS","Australia","LABCOMPENS_T1","Labour compensation per unit labour input, total economy","2010","2010",5.91,
"AUS","Australia","LABCOMPENS_T1","Labour compensation per unit labour input, total economy","2011","2011",4.35,
"AUS","Australia","VALADDAC_T1A","Value added in agriculture, hunting and forestry, fishing","2010","2010",2.4638149,
"AUS","Australia","VALADDAC_T1A","Value added in agriculture, hunting and forestry, fishing","2011","2011",2.4216526,
"AUS","Australia","VALADDAC_T1A","Value added in agriculture, hunting and forestry, fishing","2012","2012",2.4023648,
"AUS","Australia","VALADDAC_T1B","Value added in industry, including energy","2010","2010",20.577682,
"AUS","Australia","VALADDAC_T1B","Value added in industry, including energy","2011","2011",19.891588,
"AUS","Australia","VALADDAC_T1B","Value added in industry, including energy","2012","2012",18.830072,
"AUS","Australia","VALADDAC_T1C","Value added in manufacturing","2010","2010",7.9668882,
"AUS","Australia","VALADDAC_T1C","Value added in manufacturing","2011","2011",7.5318603,
"AUS","Australia","VALADDAC_T1C","Value added in manufacturing","2012","2012",7.1267815,
"AUS","Australia","VALADDAC_T1D","Value added in construction","2010","2010",7.9127476,
"AUS","Australia","VALADDAC_T1D","Value added in construction","2011","2011",8.2422356,
"AUS","Australia","VALADDAC_T1D","Value added in construction","2012","2012",8.2623363,
"AUS","Australia","VALADDAC_T1E","Value added in wholesale and retail trade, repairs, hotels and restaurants, transport","2010","2010",19.920761,
"AUS","Australia","VALADDAC_T1E","Value added in wholesale and retail trade, repairs, hotels and restaurants, transport","2011","2011",19.877801,
"AUS","Australia","VALADDAC_T1E","Value added in wholesale and retail trade, repairs, hotels and restaurants, transport","2012","2012",19.778932,
"AUS","Australia","VALADDAC_T1F","Value added in financial intermediation, real estate, renting and business activities","2010","2010",29.478057,
"AUS","Australia","VALADDAC_T1F","Value added in financial intermediation, real estate, renting and business activities","2011","2011",29.826431,
"AUS","Australia","VALADDAC_T1F","Value added in financial intermediation, real estate, renting and business activities","2012","2012",30.598638,
"AUS","Australia","VALADDAC_T1G","Value added in other services activities","2010","2010",19.646936,
"AUS","Australia","VALADDAC_T1G","Value added in other services activities","2011","2011",19.740293,
"AUS","Australia","VALADDAC_T1G","Value added in other services activities","2012","2012",20.127658,
"AUS","Australia","EVOVA_T1A","Real value added in agriculture, hunting and forestry, fishing","2010","2010",3.7308565,
"AUS","Australia","EVOVA_T1A","Real value added in agriculture, hunting and forestry, fishing","2011","2011",0.99724485,
"AUS","Australia","EVOVA_T1A","Real value added in agriculture, hunting and forestry, fishing","2012","2012",-5.5329874,
"AUS","Australia","EVOVA_T1B","Real value added in industry, including energy","2010","2010",1.1108619,
"AUS","Australia","EVOVA_T1B","Real value added in industry, including energy","2011","2011",3.6293213,
"AUS","Australia","EVOVA_T1B","Real value added in industry, including energy","2012","2012",3.8383649,
"AUS","Australia","EVOVA_T1D","Real value added in construction","2010","2010",2.7495564,
"AUS","Australia","EVOVA_T1D","Real value added in construction","2011","2011",10.728997,
"AUS","Australia","EVOVA_T1D","Real value added in construction","2012","2012",0.52968593,
"AUS","Australia","EVOVA_T1E","Real value added in distributive trade, repairs, transport, accommodation and food service activities, information and communication","2010","2010",1.87464,
"AUS","Australia","EVOVA_T1E","Real value added in distributive trade, repairs, transport, accommodation and food service activities, information and communication","2011","2011",3.4255257,
"AUS","Australia","EVOVA_T1E","Real value added in distributive trade, repairs, transport, accommodation and food service activities, information and communication","2012","2012",1.8368873,
"AUS","Australia","EVOVA_T1F","Real value added in financial and insurance activities, real estate activities, professional, scientific, technical, administrative and support service activities","2010","2010",2.9191111,
"AUS","Australia","EVOVA_T1F","Real value added in financial and insurance activities, real estate activities, professional, scientific, technical, administrative and support service activities","2011","2011",3.1109299,
"AUS","Australia","EVOVA_T1F","Real value added in financial and insurance activities, real estate activities, professional, scientific, technical, administrative and support service activities","2012","2012",3.1029718,
"AUS","Australia","EVOVA_T1G","Real value added in other services activities","2010","2010",2.1385114,
"AUS","Australia","EVOVA_T1G","Real value added in other services activities","2011","2011",2.6314769,
"AUS","Australia","EVOVA_T1G","Real value added in other services activities","2012","2012",2.826359,
"AUS","Australia","SME_T1C","Number of employees in manufacturing in enterprises with less than 10 persons engaged","2010","2010",23.65728,
"AUS","Australia","SME_T1D","Number of employees in manufacturing in enterprises with 10-19 persons engaged","2010","2010",0,
"AUS","Australia","SME_T1E","Number of employees in manufacturing in enterprises with 20-49 persons engaged","2010","2010",29.64268,
"AUS","Australia","SME_T1F","Number of employees in manufacturing in enterprises with 50-249 persons engaged","2010","2010",0,
"AUS","Australia","SME_T1G","Number of employees in manufacturing in enterprises with 250 or more persons engaged","2010","2010",46.70131,
"AUS","Australia","SME_T1J","Number of enterprises in manufacturing with less than 10 persons engaged","2010","2010",90.28137,
"AUS","Australia","SME_T1K","Number of enterprises in manufacturing with 10-19 persons engaged","2010","2010",0,
"AUS","Australia","SME_T1L","Number of enterprises in manufacturing with 20-49 persons engaged","2010","2010",8.928195,
"AUS","Australia","SME_T1M","Number of enterprises in manufacturing with 50-249 persons engaged","2010","2010",0.7904339,
"AUS","Australia","SME_T1N","Number of enterprises in manufacturing with 250 or more persons engaged","2010","2010",0,
"AUS","Australia","NATINCCAP_T1","Gross national income per capita","2010","2010",40049.236,
"AUS","Australia","NATINCCAP_T1","Gross national income per capita","2011","2011",41974.098,
"AUS","Australia","NATINCCAP_T1","Gross national income per capita","2012","2012",42056.412,E
"AUS","Australia","HOUSINC_T1","Real household disposable income","2010","2010",5.1093308,
"AUS","Australia","HOUSINC_T1","Real household disposable income","2011","2011",3.362467,
"AUS","Australia","HOUSINC_T1","Real household disposable income","2012","2012",0.60780601,
"AUS","Australia","HOUSSAVE_T1","Household net saving rates","2010","2010",11.047829,
"AUS","Australia","HOUSSAVE_T1","Household net saving rates","2011","2011",11.7474,
"AUS","Australia","HOUSSAVE_T1","Household net saving rates","2012","2012",10.451615,
"AUS","Australia","INCINEQUAL_T1A","Income inequality: Gini coefficient, level, late 2000s","2010","2010",0.3337397,
"AUS","Australia","INCINEQUAL_T1A","Income inequality: Gini coefficient, level, late 2000s","2012","2012",0.3242,
"AUS","Australia","INCPOVERTY_T1A","Poverty rate 50%","2010","2010",0.1444465,
"AUS","Australia","INCPOVERTY_T1A","Poverty rate 50%","2012","2012",0.138,
"AUS","Australia","INCPOVERTY_T1B","Poverty gap","2010","2010",0.1510609,
"AUS","Australia","INCPOVERTY_T1B","Poverty gap","2012","2012",0.13,
"AUS","Australia","INCPOVERTY_T1C","Poverty rate 50% of children (age 0-17)","2010","2010",0.1039161,
"AUS","Australia","INCPOVERTY_T1C","Poverty rate 50% of children (age 0-17)","2012","2012",0.104,
"AUS","Australia","INCPOVERTY_T1D","Poverty rate 50% of working-age population (age 18-65)","2010","2010",0.3548715,
"AUS","Australia","INCPOVERTY_T1D","Poverty rate 50% of working-age population (age 18-65)","2012","2012",0.334,
"AUS","Australia","INCPOVERTY_T1E","Poverty rate 50% of retirement-age population (over 65)","2010","2010",0.2446203,
"AUS","Australia","INCPOVERTY_T1E","Poverty rate 50% of retirement-age population (over 65)","2012","2012",0.255,
"AUS","Australia","INCINEQUAL_T1B","Income inequality: Gini coefficient, rank, late 2000s","2010","2010",8.9,
"AUS","Australia","INCINEQUAL_T1B","Income inequality: Gini coefficient, rank, late 2000s","2012","2012",8.5,
"AUS","Australia","INCINEQUAL_T1C","Income inequality: interdecile ratio P90/P10, level, late 2000s","2010","2010",5.7,
"AUS","Australia","INCINEQUAL_T1C","Income inequality: interdecile ratio P90/P10, level, late 2000s","2012","2012",5.4,
"AUS","Australia","INCINEQUAL_T1D","Income inequality: interdecile ratio P90/P10, rank, late 2000s","2010","2010",4.5,
"AUS","Australia","INCINEQUAL_T1D","Income inequality: interdecile ratio P90/P10, rank, late 2000s","2012","2012",4.4,
"AUS","Australia","INCINEQUAL_T1E","Income inequality: interdecile ratio P90/P50, level, late 2000s","2010","2010",2,
"AUS","Australia","INCINEQUAL_T1E","Income inequality: interdecile ratio P90/P50, level, late 2000s","2012","2012",2,
"AUS","Australia","INCINEQUAL_T1F","Income inequality: interdecile ratio P90/P50, rank, late 2000s","2010","2010",2.2,
"AUS","Australia","INCINEQUAL_T1F","Income inequality: interdecile ratio P90/P50, rank, late 2000s","2012","2012",2.2,
"AUS","Australia","HOUSWEALTH_T1A","Currency and deposits (AF2)","2010","2010",21.87296,
"AUS","Australia","HOUSWEALTH_T1A","Currency and deposits (AF2)","2011","2011",23.71483,
"AUS","Australia","HOUSWEALTH_T1A","Currency and deposits (AF2)","2012","2012",22.48223,
"AUS","Australia","HOUSWEALTH_T1A","Currency and deposits (AF2)","2013","2013",21.95874,
"AUS","Australia","HOUSWEALTH_T1B","Securities other than shares (AF33)","2010","2010",0.2461274,
"AUS","Australia","HOUSWEALTH_T1B","Securities other than shares (AF33)","2011","2011",0.2565324,
"AUS","Australia","HOUSWEALTH_T1B","Securities other than shares (AF33)","2012","2012",0.1719147,
"AUS","Australia","HOUSWEALTH_T1B","Securities other than shares (AF33)","2013","2013",0.139227,
"AUS","Australia","HOUSWEALTH_T1C","Shares and other equity (AF51)","2010","2010",19.89667,
"AUS","Australia","HOUSWEALTH_T1C","Shares and other equity (AF51)","2011","2011",17.10299,
"AUS","Australia","HOUSWEALTH_T1C","Shares and other equity (AF51)","2012","2012",16.11692,
"AUS","Australia","HOUSWEALTH_T1C","Shares and other equity (AF51)","2013","2013",15.8654,
"AUS","Australia","HOUSWEALTH_T1D","Mutual funds shares (AF52)","2010","2010",50.71708,
"AUS","Australia","HOUSWEALTH_T1D","Mutual funds shares (AF52)","2011","2011",51.80159,
"AUS","Australia","HOUSWEALTH_T1D","Mutual funds shares (AF52)","2012","2012",55.04713,
"AUS","Australia","HOUSWEALTH_T1D","Mutual funds shares (AF52)","2013","2013",56.56517,
"AUS","Australia","HOUSWEALTH_T1E","Life insurance reserves (AF611)","2010","2010",1.951301,
"AUS","Australia","HOUSWEALTH_T1E","Life insurance reserves (AF611)","2011","2011",1.853068,
"AUS","Australia","HOUSWEALTH_T1E","Life insurance reserves (AF611)","2012","2012",1.602882,
"AUS","Australia","HOUSWEALTH_T1E","Life insurance reserves (AF611)","2013","2013",1.458871,
"AUS","Australia","HOUSWEALTH_T1F","Pension funds (AF612)","2010","2010",50.71708,
"AUS","Australia","HOUSWEALTH_T1F","Pension funds (AF612)","2011","2011",51.80159,
"AUS","Australia","HOUSWEALTH_T1F","Pension funds (AF612)","2012","2012",55.04713,
"AUS","Australia","HOUSWEALTH_T1F","Pension funds (AF612)","2013","2013",56.56517,
"AUS","Australia","HOUSDEBT_T1","Households debt","2010","2010",183.5283,
"AUS","Australia","HOUSNONFIN_T1A","Non-financial assets of households: dwellings","2010","2010",44111.946,
"AUS","Australia","HOUSNONFIN_T1A","Non-financial assets of households: dwellings","2011","2011",44863.319,
