"LOCATION","Country","SUB","Subject","YEA","Year",Value,Flags
"AUS","Australia","SUICID_G1","Suicide rates","1968","1968",15.6,
"AUS","Australia","SUICID_G1","Suicide rates","1969","1969",14.9,
"AUS","Australia","SMOKE_G3B","Adult population smoking daily: males","1964","1964",58,
"AUS","Australia","SMOKE_G3B","Adult population smoking daily: males","1966","1966",55,
"AUS","Australia","SMOKE_G3B","Adult population smoking daily: males","1969","1969",45,
"AUS","Australia","SMOKE_G3A","Adult population smoking daily: females","1964","1964",28,
"AUS","Australia","SMOKE_G3A","Adult population smoking daily: females","1966","1966",26,
"AUS","Australia","SMOKE_G3A","Adult population smoking daily: females","1969","1969",28,
"AUS","Australia","INFMORTY_G2","Infant mortality","1960","1960",20.2,
"AUS","Australia","INFMORTY_G2","Infant mortality","1961","1961",19.5,
"AUS","Australia","INFMORTY_G2","Infant mortality","1962","1962",20.4,
"AUS","Australia","INFMORTY_G2","Infant mortality","1963","1963",19.5,
"AUS","Australia","INFMORTY_G2","Infant mortality","1964","1964",19.1,
"AUS","Australia","INFMORTY_G2","Infant mortality","1965","1965",18.5,
"AUS","Australia","INFMORTY_G2","Infant mortality","1966","1966",18.7,
"AUS","Australia","INFMORTY_G2","Infant mortality","1967","1967",18.3,
"AUS","Australia","INFMORTY_G2","Infant mortality","1968","1968",17.8,
"AUS","Australia","INFMORTY_G2","Infant mortality","1969","1969",17.9,
"AUS","Australia","EVOPOP_T1","Population levels","1950","1950",8178.7,
"AUS","Australia","EVOPOP_T1","Population levels","1951","1951",8421.7,
"AUS","Australia","EVOPOP_T1","Population levels","1952","1952",8636.5,
"AUS","Australia","EVOPOP_T1","Population levels","1953","1953",8815.3,
"AUS","Australia","EVOPOP_T1","Population levels","1954","1954",8986.5,
"AUS","Australia","EVOPOP_T1","Population levels","1955","1955",9199.7,
"AUS","Australia","EVOPOP_T1","Population levels","1956","1956",9425.5,
"AUS","Australia","EVOPOP_T1","Population levels","1957","1957",9640.2,
"AUS","Australia","EVOPOP_T1","Population levels","1958","1958",9842.4,
"AUS","Australia","EVOPOP_T1","Population levels","1959","1959",10056.4,
"AUS","Australia","EVOPOP_T1","Population levels","1960","1960",10275,
"AUS","Australia","EVOPOP_T1","Population levels","1961","1961",10508.2,
"AUS","Australia","EVOPOP_T1","Population levels","1962","1962",10700.5,
"AUS","Australia","EVOPOP_T1","Population levels","1963","1963",10906.9,
"AUS","Australia","EVOPOP_T1","Population levels","1964","1964",11121.6,
"AUS","Australia","EVOPOP_T1","Population levels","1965","1965",11340.9,
"AUS","Australia","EVOPOP_T1","Population levels","1966","1966",11599.5,
"AUS","Australia","EVOPOP_T1","Population levels","1967","1967",11799.08,
"AUS","Australia","EVOPOP_T1","Population levels","1968","1968",12008.64,
"AUS","Australia","EVOPOP_T1","Population levels","1969","1969",12263.01,
"AUS","Australia","EVOPOP_T2","Population growth rates","1951","1951",2.971132,
"AUS","Australia","EVOPOP_T2","Population growth rates","1952","1952",2.550554,
"AUS","Australia","EVOPOP_T2","Population growth rates","1953","1953",2.070283,
"AUS","Australia","EVOPOP_T2","Population growth rates","1954","1954",1.942078,
"AUS","Australia","EVOPOP_T2","Population growth rates","1955","1955",2.372447,
"AUS","Australia","EVOPOP_T2","Population growth rates","1956","1956",2.454428,
"AUS","Australia","EVOPOP_T2","Population growth rates","1957","1957",2.277863,
"AUS","Australia","EVOPOP_T2","Population growth rates","1958","1958",2.097467,
"AUS","Australia","EVOPOP_T2","Population growth rates","1959","1959",2.174266,
"AUS","Australia","EVOPOP_T2","Population growth rates","1960","1960",2.17374,
"AUS","Australia","EVOPOP_T2","Population growth rates","1961","1961",2.269586,
"AUS","Australia","EVOPOP_T2","Population growth rates","1962","1962",1.829999,
"AUS","Australia","EVOPOP_T2","Population growth rates","1963","1963",1.928882,
"AUS","Australia","EVOPOP_T2","Population growth rates","1964","1964",1.968479,
"AUS","Australia","EVOPOP_T2","Population growth rates","1965","1965",1.971839,
"AUS","Australia","EVOPOP_T2","Population growth rates","1966","1966",2.280225,
"AUS","Australia","EVOPOP_T2","Population growth rates","1967","1967",1.720592,
"AUS","Australia","EVOPOP_T2","Population growth rates","1968","1968",1.776046,
"AUS","Australia","EVOPOP_T2","Population growth rates","1969","1969",2.118301,
"AUS","Australia","EVOPOP_T4","Working age population","1956","1956",62.18969,
"AUS","Australia","EVOPOP_T4","Working age population","1957","1957",61.88797,
"AUS","Australia","EVOPOP_T4","Working age population","1958","1958",61.50173,
"AUS","Australia","EVOPOP_T4","Working age population","1959","1959",61.36635,
"AUS","Australia","EVOPOP_T4","Working age population","1960","1960",61.2798,
"AUS","Australia","EVOPOP_T4","Working age population","1961","1961",61.17699,
"AUS","Australia","EVOPOP_T4","Working age population","1962","1962",61.41302,
"AUS","Australia","EVOPOP_T4","Working age population","1963","1963",61.52894,
"AUS","Australia","EVOPOP_T4","Working age population","1964","1964",61.65749,
"AUS","Australia","EVOPOP_T4","Working age population","1965","1965",61.85223,
"AUS","Australia","EVOPOP_T4","Working age population","1966","1966",62.0158,
"AUS","Australia","EVOPOP_T4","Working age population","1967","1967",62.24409,
"AUS","Australia","EVOPOP_T4","Working age population","1968","1968",62.5234,
"AUS","Australia","EVOPOP_T4","Working age population","1969","1969",62.70693,
"AUS","Australia","EVOPOP_T3","Total fertility rates","1960","1960",3.45,
"AUS","Australia","EVOPOP_T3","Total fertility rates","1961","1961",3.55,
"AUS","Australia","EVOPOP_T3","Total fertility rates","1962","1962",3.43,
"AUS","Australia","EVOPOP_T3","Total fertility rates","1963","1963",3.34,
"AUS","Australia","EVOPOP_T3","Total fertility rates","1964","1964",3.15,
"AUS","Australia","EVOPOP_T3","Total fertility rates","1965","1965",2.97,
"AUS","Australia","EVOPOP_T3","Total fertility rates","1966","1966",2.89,
"AUS","Australia","EVOPOP_T3","Total fertility rates","1967","1967",2.85,
"AUS","Australia","EVOPOP_T3","Total fertility rates","1968","1968",2.89,
"AUS","Australia","EVOPOP_T3","Total fertility rates","1969","1969",2.89,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1950","1950",26.60447,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1951","1951",27.14535,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1952","1952",27.60146,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1953","1953",28.1227,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1954","1954",28.59066,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1955","1955",29.03899,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1956","1956",29.3873,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1957","1957",29.64046,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1958","1958",29.98659,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1959","1959",30.12211,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1960","1960",30.20535,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1961","1961",30.30966,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1962","1962",30.04906,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1963","1963",29.91684,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1964","1964",29.81765,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1965","1965",29.62728,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1966","1966",29.48153,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1967","1967",29.28403,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1968","1968",29.03259,
"AUS","Australia","AGEING_T1A","Youth population (under the age of 15)","1969","1969",28.92079,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1950","1950",8.112536,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1951","1951",8.118314,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1952","1952",8.13524,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1953","1953",8.228875,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1954","1954",8.322484,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1955","1955",8.382882,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1956","1956",8.422895,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1957","1957",8.472854,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1958","1958",8.514184,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1959","1959",8.516964,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1960","1960",8.514842,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1961","1961",8.513351,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1962","1962",8.537919,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1963","1963",8.554218,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1964","1964",8.524853,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1965","1965",8.520488,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1966","1966",8.502661,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1967","1967",8.471882,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1968","1968",8.444007,
"AUS","Australia","AGEING_T1B","Elderly population (age 65 and over)","1969","1969",8.372281,
"AUS","Australia","SIZEGDP_T2","GDP per capita","1960","1960",2413.5886,
"AUS","Australia","SIZEGDP_T2","GDP per capita","1961","1961",2383.4569,
"AUS","Australia","SIZEGDP_T2","GDP per capita","1962","1962",2577.7349,
"AUS","Australia","SIZEGDP_T2","GDP per capita","1963","1963",2753.0092,
"AUS","Australia","SIZEGDP_T2","GDP per capita","1964","1964",2902.9659,
"AUS","Australia","SIZEGDP_T2","GDP per capita","1965","1965",3001.7771,
"AUS","Australia","SIZEGDP_T2","GDP per capita","1966","1966",3275.4742,
"AUS","Australia","SIZEGDP_T2","GDP per capita","1967","1967",3446.774,
"AUS","Australia","SIZEGDP_T2","GDP per capita","1968","1968",3833.1009,
"AUS","Australia","SIZEGDP_T2","GDP per capita","1969","1969",4207.786,
"AUS","Australia","EVOGDP_T1","Real GDP growth","1960","1960",2.3504914,
"AUS","Australia","EVOGDP_T1","Real GDP growth","1961","1961",1.2748592,
"AUS","Australia","EVOGDP_T1","Real GDP growth","1962","1962",6.2148101,
"AUS","Australia","EVOGDP_T1","Real GDP growth","1963","1963",6.9751479,
"AUS","Australia","EVOGDP_T1","Real GDP growth","1964","1964",5.9794814,
"AUS","Australia","EVOGDP_T1","Real GDP growth","1965","1965",2.364179,
"AUS","Australia","EVOGDP_T1","Real GDP growth","1966","1966",6.2983773,
"AUS","Australia","EVOGDP_T1","Real GDP growth","1967","1967",5.0917778,
"AUS","Australia","EVOGDP_T1","Real GDP growth","1968","1968",7.0520936,
"AUS","Australia","EVOGDP_T1","Real GDP growth","1969","1969",7.1670484,
"AUS","Australia","INVRATES_T1","Gross fixed capital formation","1960","1960",5.6379015,
"AUS","Australia","INVRATES_T1","Gross fixed capital formation","1961","1961",2.1008187,
"AUS","Australia","INVRATES_T1","Gross fixed capital formation","1962","1962",6.2509456,
"AUS","Australia","INVRATES_T1","Gross fixed capital formation","1963","1963",9.3860503,
"AUS","Australia","INVRATES_T1","Gross fixed capital formation","1964","1964",7.4763516,
"AUS","Australia","INVRATES_T1","Gross fixed capital formation","1965","1965",8.1311317,
"AUS","Australia","INVRATES_T1","Gross fixed capital formation","1966","1966",5.0927827,
"AUS","Australia","INVRATES_T1","Gross fixed capital formation","1967","1967",7.3506946,
"AUS","Australia","INVRATES_T1","Gross fixed capital formation","1968","1968",6.397273,
"AUS","Australia","INVRATES_T1","Gross fixed capital formation","1969","1969",3.275374,
"AUS","Australia","NATINCCAP_T1","Gross national income per capita","1960","1960",2412.4903,
"AUS","Australia","NATINCCAP_T1","Gross national income per capita","1961","1961",2392.7013,
"AUS","Australia","NATINCCAP_T1","Gross national income per capita","1962","1962",2572.7764,
"AUS","Australia","NATINCCAP_T1","Gross national income per capita","1963","1963",2755.2112,
"AUS","Australia","NATINCCAP_T1","Gross national income per capita","1964","1964",2914.1042,
"AUS","Australia","NATINCCAP_T1","Gross national income per capita","1965","1965",2998.4529,
"AUS","Australia","NATINCCAP_T1","Gross national income per capita","1966","1966",3255.831,
"AUS","Australia","NATINCCAP_T1","Gross national income per capita","1967","1967",3418.5682,
"AUS","Australia","NATINCCAP_T1","Gross national income per capita","1968","1968",3781.1393,
"AUS","Australia","NATINCCAP_T1","Gross national income per capita","1969","1969",4164.6866,
"AUS","Australia","SVCTRADE_T1","Trade balance of services","1960","1960",-0.3299789,
"AUS","Australia","SVCTRADE_T1","Trade balance of services","1961","1961",-0.2847024,
"AUS","Australia","SVCTRADE_T1","Trade balance of services","1962","1962",-0.2701198,
"AUS","Australia","SVCTRADE_T1","Trade balance of services","1963","1963",-0.297545,
"AUS","Australia","SVCTRADE_T1","Trade balance of services","1964","1964",-0.3584801,
"AUS","Australia","SVCTRADE_T1","Trade balance of services","1965","1965",-0.4064228,
"AUS","Australia","SVCTRADE_T1","Trade balance of services","1966","1966",-0.429584,
"AUS","Australia","SVCTRADE_T1","Trade balance of services","1967","1967",-0.4694757,
"AUS","Australia","SVCTRADE_T1","Trade balance of services","1968","1968",-0.5306635,
"AUS","Australia","SVCTRADE_T1","Trade balance of services","1969","1969",-0.5766118,
"AUS","Australia","SVCTRADE_T2","Imports of services","1960","1960",0.6275193,
"AUS","Australia","SVCTRADE_T2","Imports of services","1961","1961",0.6151804,
"AUS","Australia","SVCTRADE_T2","Imports of services","1962","1962",0.6254226,
"AUS","Australia","SVCTRADE_T2","Imports of services","1963","1963",0.7051254,
"AUS","Australia","SVCTRADE_T2","Imports of services","1964","1964",0.8197023,
"AUS","Australia","SVCTRADE_T2","Imports of services","1965","1965",0.9427217,
"AUS","Australia","SVCTRADE_T2","Imports of services","1966","1966",0.9726851,
"AUS","Australia","SVCTRADE_T2","Imports of services","1967","1967",1.109164,
"AUS","Australia","SVCTRADE_T2","Imports of services","1968","1968",1.23154,
"AUS","Australia","SVCTRADE_T2","Imports of services","1969","1969",1.353204,
"AUS","Australia","SVCTRADE_T3","Exports of services","1960","1960",0.2964218,
"AUS","Australia","SVCTRADE_T3","Exports of services","1961","1961",0.3315945,
"AUS","Australia","SVCTRADE_T3","Exports of services","1962","1962",0.3553028,
"AUS","Australia","SVCTRADE_T3","Exports of services","1963","1963",0.4075804,
"AUS","Australia","SVCTRADE_T3","Exports of services","1964","1964",0.4601053,
"AUS","Australia","SVCTRADE_T3","Exports of services","1965","1965",0.5351793,
"AUS","Australia","SVCTRADE_T3","Exports of services","1966","1966",0.5408752,
"AUS","Australia","SVCTRADE_T3","Exports of services","1967","1967",0.638576,
"AUS","Australia","SVCTRADE_T3","Exports of services","1968","1968",0.7008762,
"AUS","Australia","SVCTRADE_T3","Exports of services","1969","1969",0.7765927,
"AUS","Australia","BOP_T1","Current account balance","1960","1960",-3.66,
"AUS","Australia","BOP_T1","Current account balance","1961","1961",-0.1,
"AUS","Australia","BOP_T1","Current account balance","1962","1962",-0.76,
"AUS","Australia","BOP_T1","Current account balance","1963","1963",-0.05,
"AUS","Australia","BOP_T1","Current account balance","1964","1964",-1.06,
"AUS","Australia","BOP_T1","Current account balance","1965","1965",-3.42,
"AUS","Australia","BOP_T1","Current account balance","1966","1966",-1.81,
"AUS","Australia","BOP_T1","Current account balance","1967","1967",-2.29,
"AUS","Australia","BOP_T1","Current account balance","1968","1968",-3.36,
"AUS","Australia","BOP_T1","Current account balance","1969","1969",-1.72,
"AUS","Australia","CPI_T1","CPI: all items","1950","1950",8.695652,
"AUS","Australia","CPI_T1","CPI: all items","1951","1951",19.42857,
"AUS","Australia","CPI_T1","CPI: all items","1952","1952",17.22488,
"AUS","Australia","CPI_T1","CPI: all items","1953","1953",4.489796,
"AUS","Australia","CPI_T1","CPI: all items","1954","1954",1.5625,
"AUS","Australia","CPI_T1","CPI: all items","1955","1955",1.538462,
"AUS","Australia","CPI_T1","CPI: all items","1956","1956",5.681818,
"AUS","Australia","CPI_T1","CPI: all items","1957","1957",2.867383,
"AUS","Australia","CPI_T1","CPI: all items","1958","1958",0.6968641,
"AUS","Australia","CPI_T1","CPI: all items","1959","1959",2.076125,
"AUS","Australia","CPI_T1","CPI: all items","1960","1960",3.728814,
"AUS","Australia","CPI_T1","CPI: all items","1961","1961",2.287582,
"AUS","Australia","CPI_T1","CPI: all items","1962","1962",-0.3194888,
"AUS","Australia","CPI_T1","CPI: all items","1963","1963",0.6410257,
"AUS","Australia","CPI_T1","CPI: all items","1964","1964",2.866242,
"AUS","Australia","CPI_T1","CPI: all items","1965","1965",3.405573,
"AUS","Australia","CPI_T1","CPI: all items","1966","1966",3.293413,
"AUS","Australia","CPI_T1","CPI: all items","1967","1967",3.478261,
"AUS","Australia","CPI_T1","CPI: all items","1968","1968",2.521008,
"AUS","Australia","CPI_T1","CPI: all items","1969","1969",3.278688,
"AUS","Australia","RTSCONV_T1","Purchasing power parities","1960","1960",0.70094596,
"AUS","Australia","RTSCONV_T1","Purchasing power parities","1961","1961",0.70132401,
"AUS","Australia","RTSCONV_T1","Purchasing power parities","1962","1962",0.68798977,
"AUS","Australia","RTSCONV_T1","Purchasing power parities","1963","1963",0.69832137,
"AUS","Australia","RTSCONV_T1","Purchasing power parities","1964","1964",0.70834616,
"AUS","Australia","RTSCONV_T1","Purchasing power parities","1965","1965",0.70594529,
"AUS","Australia","RTSCONV_T1","Purchasing power parities","1966","1966",0.70894031,
"AUS","Australia","RTSCONV_T1","Purchasing power parities","1967","1967",0.71132057,
"AUS","Australia","RTSCONV_T1","Purchasing power parities","1968","1968",0.70352981,
"AUS","Australia","RTSCONV_T1","Purchasing power parities","1969","1969",0.70687955,
"AUS","Australia","RTSCONV_T2","Exchange rates","1960","1960",0.89286,
"AUS","Australia","RTSCONV_T2","Exchange rates","1961","1961",0.89286,
"AUS","Australia","RTSCONV_T2","Exchange rates","1962","1962",0.89286,
"AUS","Australia","RTSCONV_T2","Exchange rates","1963","1963",0.89286,
"AUS","Australia","RTSCONV_T2","Exchange rates","1964","1964",0.89286,
"AUS","Australia","RTSCONV_T2","Exchange rates","1965","1965",0.89286,
"AUS","Australia","RTSCONV_T2","Exchange rates","1966","1966",0.89286,
"AUS","Australia","RTSCONV_T2","Exchange rates","1967","1967",0.89286,
"AUS","Australia","RTSCONV_T2","Exchange rates","1968","1968",0.89286,
"AUS","Australia","RTSCONV_T2","Exchange rates","1969","1969",0.89286,
"AUS","Australia","EMPLGNDR_T2","Employment rates: men","1966","1966",89.86858,
"AUS","Australia","EMPLGNDR_T2","Employment rates: men","1967","1967",89.204928,
"AUS","Australia","EMPLGNDR_T2","Employment rates: men","1968","1968",89.086695,
"AUS","Australia","EMPLGNDR_T2","Employment rates: men","1969","1969",88.709594,
"AUS","Australia","EMPLGNDR_T1","Employment rates: total","1966","1966",65.299689,
"AUS","Australia","EMPLGNDR_T1","Employment rates: total","1967","1967",65.368348,
"AUS","Australia","EMPLGNDR_T1","Employment rates: total","1968","1968",65.619435,
"AUS","Australia","EMPLGNDR_T1","Employment rates: total","1969","1969",65.638704,
"AUS","Australia","EMPLGNDR_T3","Employment rates: women","1966","1966",40.22337,
"AUS","Australia","EMPLGNDR_T3","Employment rates: women","1967","1967",41.105928,
"AUS","Australia","EMPLGNDR_T3","Employment rates: women","1968","1968",41.712722,
"AUS","Australia","EMPLGNDR_T3","Employment rates: women","1969","1969",42.185129,
"AUS","Australia","EMPLAGE_T1A","Employment rates for age group 15-24","1966","1966",68.104858,
"AUS","Australia","EMPLAGE_T1A","Employment rates for age group 15-24","1967","1967",67.502938,
"AUS","Australia","EMPLAGE_T1A","Employment rates for age group 15-24","1968","1968",66.493098,
"AUS","Australia","EMPLAGE_T1A","Employment rates for age group 15-24","1969","1969",65.944479,
"AUS","Australia","EMPLAGE_T1B","Employment rates for age group 25-54","1966","1966",66.84487,
"AUS","Australia","EMPLAGE_T1B","Employment rates for age group 25-54","1967","1967",66.979067,
"AUS","Australia","EMPLAGE_T1B","Employment rates for age group 25-54","1968","1968",67.795123,
"AUS","Australia","EMPLAGE_T1B","Employment rates for age group 25-54","1969","1969",68.426627,
"AUS","Australia","EMPLAGE_T1C","Employment rates for age group 55-64","1966","1966",53.109756,
"AUS","Australia","EMPLAGE_T1C","Employment rates for age group 55-64","1967","1967",54.245003,
"AUS","Australia","EMPLAGE_T1C","Employment rates for age group 55-64","1968","1968",54.643918,
"AUS","Australia","EMPLAGE_T1C","Employment rates for age group 55-64","1969","1969",53.291798,
"AUS","Australia","SELFEMPL_T1A","Self-employment rates: women","1965","1965",10.24539,
"AUS","Australia","SELFEMPL_T1A","Self-employment rates: women","1966","1966",11.82573,
"AUS","Australia","SELFEMPL_T1A","Self-employment rates: women","1967","1967",11.08545,
"AUS","Australia","SELFEMPL_T1A","Self-employment rates: women","1968","1968",10.74893,
"AUS","Australia","SELFEMPL_T1A","Self-employment rates: women","1969","1969",10.67236,
"AUS","Australia","SELFEMPL_T1B","Self-employment rates: men","1965","1965",17.83953,
"AUS","Australia","SELFEMPL_T1B","Self-employment rates: men","1966","1966",17.13011,
"AUS","Australia","SELFEMPL_T1B","Self-employment rates: men","1967","1967",16.43956,
"AUS","Australia","SELFEMPL_T1B","Self-employment rates: men","1968","1968",16.03339,
"AUS","Australia","SELFEMPL_T1B","Self-employment rates: men","1969","1969",15.41714,
"AUS","Australia","SELFEMPL_T1C","Self-employment rates: total","1964","1964",16.37193,
"AUS","Australia","SELFEMPL_T1C","Self-employment rates: total","1965","1965",15.98876,
"AUS","Australia","SELFEMPL_T1C","Self-employment rates: total","1966","1966",15.6108,B
"AUS","Australia","SELFEMPL_T1C","Self-employment rates: total","1967","1967",14.77273,
"AUS","Australia","SELFEMPL_T1C","Self-employment rates: total","1968","1968",14.38699,
"AUS","Australia","SELFEMPL_T1C","Self-employment rates: total","1969","1969",13.9178,
"AUS","Australia","UNEMPLRT_T1C","Unemployment rates: total","1967","1967",1.875,
"AUS","Australia","UNEMPLRT_T1C","Unemployment rates: total","1968","1968",1.85,
"AUS","Australia","UNEMPLRT_T1C","Unemployment rates: total","1969","1969",1.8,
"AUS","Australia","LIFEEXPY_T1A","Life expectancy at birth: women","1960","1960",73.9,
"AUS","Australia","LIFEEXPY_T1A","Life expectancy at birth: women","1961","1961",74.4,
"AUS","Australia","LIFEEXPY_T1A","Life expectancy at birth: women","1962","1962",74.2,
"AUS","Australia","LIFEEXPY_T1A","Life expectancy at birth: women","1963","1963",74.2,
"AUS","Australia","LIFEEXPY_T1A","Life expectancy at birth: women","1964","1964",73.9,
"AUS","Australia","LIFEEXPY_T1A","Life expectancy at birth: women","1965","1965",74.2,
"AUS","Australia","LIFEEXPY_T1A","Life expectancy at birth: women","1966","1966",74,
"AUS","Australia","LIFEEXPY_T1A","Life expectancy at birth: women","1967","1967",74.5,
"AUS","Australia","LIFEEXPY_T1A","Life expectancy at birth: women","1968","1968",74.2,
"AUS","Australia","LIFEEXPY_T1A","Life expectancy at birth: women","1969","1969",74.6,
"AUS","Australia","LIFEEXPY_T1B","Life expectancy at birth: men","1960","1960",67.9,
"AUS","Australia","LIFEEXPY_T1B","Life expectancy at birth: men","1961","1961",68,
"AUS","Australia","LIFEEXPY_T1B","Life expectancy at birth: men","1962","1962",67.8,
"AUS","Australia","LIFEEXPY_T1B","Life expectancy at birth: men","1963","1963",67.9,
"AUS","Australia","LIFEEXPY_T1B","Life expectancy at birth: men","1964","1964",67.5,
"AUS","Australia","LIFEEXPY_T1B","Life expectancy at birth: men","1965","1965",67.7,
"AUS","Australia","LIFEEXPY_T1B","Life expectancy at birth: men","1966","1966",67.6,
"AUS","Australia","LIFEEXPY_T1B","Life expectancy at birth: men","1967","1967",67.8,
"AUS","Australia","LIFEEXPY_T1B","Life expectancy at birth: men","1968","1968",67.5,
"AUS","Australia","LIFEEXPY_T1B","Life expectancy at birth: men","1969","1969",67.5,
"AUS","Australia","LIFEEXPY_T1C","Life expectancy at birth: total","1960","1960",70.9,
"AUS","Australia","LIFEEXPY_T1C","Life expectancy at birth: total","1961","1961",71.2,
"AUS","Australia","LIFEEXPY_T1C","Life expectancy at birth: total","1962","1962",71,
"AUS","Australia","LIFEEXPY_T1C","Life expectancy at birth: total","1963","1963",71.1,
