"LOCATION","Country","SUB","Subject","YEA","Year",Value,Flags
"KOR","Korea","AIRQTY_T1","CO2 emissions from fuel combustion","2003","2003",448.91,
"KOR","Korea","AIRQTY_T1","CO2 emissions from fuel combustion","2004","2004",469.82,
"KOR","Korea","AIRQTY_T1","CO2 emissions from fuel combustion","2005","2005",469.12,
"KOR","Korea","AIRQTY_T1","CO2 emissions from fuel combustion","2006","2006",476.69,
"KOR","Korea","AIRQTY_T1","CO2 emissions from fuel combustion","2007","2007",490.43,
"KOR","Korea","AIRQTY_T1","CO2 emissions from fuel combustion","2008","2008",501.77,
"KOR","Korea","AIRQTY_T1","CO2 emissions from fuel combustion","2009","2009",515.62,
"KOR","Korea","AIRQTY_T1","CO2 emissions from fuel combustion","2010","2010",564.47,
"KOR","Korea","AIRQTY_T1","CO2 emissions from fuel combustion","2011","2011",589.93,
"KOR","Korea","AIRQTY_T1","CO2 emissions from fuel combustion","2012","2012",592.92,
"KOR","Korea","TEACHERS_T1A","Change in teachers'salary after 15 years of experience,minimum training","2005","2005",125.43,
"KOR","Korea","TEACHERS_T1A","Change in teachers'salary after 15 years of experience,minimum training","2011","2011",118.99,
"KOR","Korea","DISCLOSURE_G2","Level of disclosure of private interests and public availability of information","2012","2012",86,
"KOR","Korea","PISA_T1I","Mean scores on the science scale in PISA 2012: women","2012","2012",535.9295338,
"KOR","Korea","SMOKE_G1","Adult population smoking daily","1989","1989",34.6,
"KOR","Korea","SMOKE_G1","Adult population smoking daily","1992","1992",34.7,
"KOR","Korea","SMOKE_G1","Adult population smoking daily","1995","1995",35.2,
"KOR","Korea","SMOKE_G1","Adult population smoking daily","1998","1998",30.7,
"KOR","Korea","SMOKE_G1","Adult population smoking daily","2001","2001",26.1,
"KOR","Korea","SMOKE_G1","Adult population smoking daily","2005","2005",25.9,
"KOR","Korea","SMOKE_G1","Adult population smoking daily","2007","2007",24,
"KOR","Korea","SMOKE_G1","Adult population smoking daily","2008","2008",26.3,
"KOR","Korea","SMOKE_G1","Adult population smoking daily","2009","2009",25.6,
"KOR","Korea","SMOKE_G1","Adult population smoking daily","2010","2010",22.9,
"KOR","Korea","SMOKE_G1","Adult population smoking daily","2011","2011",23.2,
"KOR","Korea","SMOKE_G1","Adult population smoking daily","2012","2012",21.6,
"KOR","Korea","DOCTOR_G1","Practising physicians","1981","1981",0.5,
"KOR","Korea","DOCTOR_G1","Practising physicians","1982","1982",0.55,
"KOR","Korea","DOCTOR_G1","Practising physicians","1983","1983",0.54,
"KOR","Korea","DOCTOR_G1","Practising physicians","1984","1984",0.57,
"KOR","Korea","DOCTOR_G1","Practising physicians","1985","1985",0.61,
"KOR","Korea","DOCTOR_G1","Practising physicians","1986","1986",0.65,
"KOR","Korea","DOCTOR_G1","Practising physicians","1987","1987",0.68,
"KOR","Korea","DOCTOR_G1","Practising physicians","1988","1988",0.74,
"KOR","Korea","DOCTOR_G1","Practising physicians","1989","1989",0.8,
"KOR","Korea","DOCTOR_G1","Practising physicians","1990","1990",0.83,
"KOR","Korea","DOCTOR_G1","Practising physicians","1991","1991",0.9,
"KOR","Korea","DOCTOR_G1","Practising physicians","1992","1992",0.97,
"KOR","Korea","DOCTOR_G1","Practising physicians","1993","1993",1.03,
"KOR","Korea","DOCTOR_G1","Practising physicians","1994","1994",1.07,
"KOR","Korea","DOCTOR_G1","Practising physicians","1995","1995",1.12,
"KOR","Korea","DOCTOR_G1","Practising physicians","1996","1996",1.17,
"KOR","Korea","DOCTOR_G1","Practising physicians","1997","1997",1.23,
"KOR","Korea","DOCTOR_G1","Practising physicians","1998","1998",1.27,
"KOR","Korea","DOCTOR_G1","Practising physicians","1999","1999",1.31,
"KOR","Korea","DOCTOR_G1","Practising physicians","2000","2000",1.3,
"KOR","Korea","DOCTOR_G1","Practising physicians","2001","2001",1.39,
"KOR","Korea","DOCTOR_G1","Practising physicians","2002","2002",1.49,
"KOR","Korea","DOCTOR_G1","Practising physicians","2003","2003",1.57,
"KOR","Korea","DOCTOR_G1","Practising physicians","2004","2004",1.57,
"KOR","Korea","DOCTOR_G1","Practising physicians","2005","2005",1.63,
"KOR","Korea","DOCTOR_G1","Practising physicians","2006","2006",1.69,
"KOR","Korea","DOCTOR_G1","Practising physicians","2007","2007",1.74,
"KOR","Korea","DOCTOR_G1","Practising physicians","2008","2008",1.85,
"KOR","Korea","DOCTOR_G1","Practising physicians","2009","2009",1.92,
"KOR","Korea","DOCTOR_G1","Practising physicians","2010","2010",1.99,
"KOR","Korea","DOCTOR_G1","Practising physicians","2011","2011",2.04,
"KOR","Korea","DOCTOR_G1","Practising physicians","2012","2012",2.08,
"KOR","Korea","NURSE_G1","Practising nurses","1997","1997",2.74,
"KOR","Korea","NURSE_G1","Practising nurses","1998","1998",2.77,
"KOR","Korea","NURSE_G1","Practising nurses","1999","1999",2.92,
"KOR","Korea","NURSE_G1","Practising nurses","2000","2000",2.98,
"KOR","Korea","NURSE_G1","Practising nurses","2001","2001",3.2,
"KOR","Korea","NURSE_G1","Practising nurses","2002","2002",3.43,
"KOR","Korea","NURSE_G1","Practising nurses","2003","2003",3.54,
"KOR","Korea","NURSE_G1","Practising nurses","2004","2004",3.8,
"KOR","Korea","NURSE_G1","Practising nurses","2005","2005",3.85,
"KOR","Korea","NURSE_G1","Practising nurses","2006","2006",3.98,
"KOR","Korea","NURSE_G1","Practising nurses","2007","2007",4.15,
"KOR","Korea","NURSE_G1","Practising nurses","2008","2008",4.33,
"KOR","Korea","NURSE_G1","Practising nurses","2009","2009",4.47,
"KOR","Korea","NURSE_G1","Practising nurses","2010","2010",4.63,
"KOR","Korea","NURSE_G1","Practising nurses","2011","2011",4.72,
"KOR","Korea","NURSE_G1","Practising nurses","2012","2012",4.84,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1961","1961",6,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1962","1962",7,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1963","1963",5.9,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1964","1964",5.2,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1965","1965",6,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1966","1966",7.6,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1967","1967",8.9,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1968","1968",8.4,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1969","1969",9.4,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1970","1970",11.3,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1971","1971",14.4,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1972","1972",15.2,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1973","1973",16.8,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1974","1974",16.6,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1975","1975",15.2,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1976","1976",16,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1977","1977",16.7,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1978","1978",14.3,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1979","1979",14.4,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1980","1980",14.8,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1981","1981",14.2,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1982","1982",13.7,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1983","1983",10.7,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1984","1984",10.7,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1985","1985",10.2,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1986","1986",10.3,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1987","1987",10.2,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1988","1988",9.5,b
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1989","1989",9.5,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1990","1990",9.1,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1991","1991",8.8,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1992","1992",8.9,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1993","1993",8.7,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1994","1994",9.1,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1995","1995",8.9,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1996","1996",9.1,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1997","1997",8.9,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1998","1998",8.7,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","1999","1999",9.2,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","2000","2000",8.9,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","2001","2001",8.5,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","2002","2002",9.2,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","2003","2003",9.3,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","2004","2004",9.3,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","2005","2005",9,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","2006","2006",9.2,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","2007","2007",9.3,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","2008","2008",9.5,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","2009","2009",8.9,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","2010","2010",9,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","2011","2011",8.9,
"KOR","Korea","ALCOHOL_G1","Alcohol consumption among population aged 15 and over","2012","2012",9.1,
"KOR","Korea","INFMORTY_G1A","Neonatal infant mortality rates ","2011","2011",1.7,
"KOR","Korea","MATHTREND_T1A","Mean score in mathematics","2012","2012",553.7666591,
"KOR","Korea","SOXNOX_T1A","Sulphur oxides emissions","1984","1984",624.881,
"KOR","Korea","SOXNOX_T1A","Sulphur oxides emissions","1985","1985",688.593,
"KOR","Korea","SOXNOX_T1A","Sulphur oxides emissions","1986","1986",632.527,
"KOR","Korea","SOXNOX_T1A","Sulphur oxides emissions","1987","1987",530.079,
"KOR","Korea","SOXNOX_T1A","Sulphur oxides emissions","1988","1988",714.077,
"KOR","Korea","SOXNOX_T1A","Sulphur oxides emissions","1989","1989",737.013,
"KOR","Korea","SOXNOX_T1A","Sulphur oxides emissions","1990","1990",821.112,
"KOR","Korea","SOXNOX_T1A","Sulphur oxides emissions","1991","1991",813.977,
"KOR","Korea","SOXNOX_T1A","Sulphur oxides emissions","1992","1992",822.641,
"KOR","Korea","SOXNOX_T1A","Sulphur oxides emissions","1993","1993",800.725,
"KOR","Korea","SOXNOX_T1A","Sulphur oxides emissions","1994","1994",816.525,
"KOR","Korea","SOXNOX_T1A","Sulphur oxides emissions","1995","1995",780.733,
"KOR","Korea","SOXNOX_T1A","Sulphur oxides emissions","1996","1996",764.536,
"KOR","Korea","SOXNOX_T1A","Sulphur oxides emissions","1997","1997",691.141,
"KOR","Korea","SOXNOX_T1A","Sulphur oxides emissions","1998","1998",584.106,
"KOR","Korea","SOXNOX_T1A","Sulphur oxides emissions","1999","1999",484.716,
"KOR","Korea","SOXNOX_T1A","Sulphur oxides emissions","2000","2000",490.761,
"KOR","Korea","SOXNOX_T1A","Sulphur oxides emissions","2001","2001",487.734,
"KOR","Korea","SOXNOX_T1A","Sulphur oxides emissions","2002","2002",474.084,
"KOR","Korea","SOXNOX_T1A","Sulphur oxides emissions","2003","2003",469.145,
"KOR","Korea","SOXNOX_T1A","Sulphur oxides emissions","2004","2004",446.804,
"KOR","Korea","SOXNOX_T1A","Sulphur oxides emissions","2005","2005",408.462,
"KOR","Korea","SOXNOX_T1A","Sulphur oxides emissions","2006","2006",446.488,
"KOR","Korea","SOXNOX_T1A","Sulphur oxides emissions","2007","2007",402.525,
"KOR","Korea","SOXNOX_T1A","Sulphur oxides emissions","2008","2008",417.98,
"KOR","Korea","SOXNOX_T1A","Sulphur oxides emissions","2009","2009",387.727,
"KOR","Korea","SOXNOX_T1A","Sulphur oxides emissions","2010","2010",401.741,
"KOR","Korea","SOXNOX_T1A","Sulphur oxides emissions","2011","2011",433.959,
"KOR","Korea","PRODGWTHACC_T1A","Contributions to GDP growth: Labour input, average annual growth rate 2000-2011","1985","1985",0.5,
"KOR","Korea","PRODGWTHACC_T1A","Contributions to GDP growth: Labour input, average annual growth rate 2000-2011","1995","1995",-0.3,
"KOR","Korea","PRODGWTHACC_T1A","Contributions to GDP growth: Labour input, average annual growth rate 2000-2011","2000","2000",-0.3174542,
"KOR","Korea","REGDISPUNEMP_G1","Gini index of regional unemployment rates","2008","2008",0.2,
"KOR","Korea","REGDISPUNEMP_G1","Gini index of regional unemployment rates","2012","2012",0.21,
"KOR","Korea","EDUTEREXPND_T1A","Expenditures on tertiary education institutions, spending per student","2010","2010",9971.53,
"KOR","Korea","SUICID_G1","Suicide rates","1985","1985",11.2,
"KOR","Korea","SUICID_G1","Suicide rates","1986","1986",10.3,
"KOR","Korea","SUICID_G1","Suicide rates","1987","1987",9.7,
"KOR","Korea","SUICID_G1","Suicide rates","1988","1988",8.4,
"KOR","Korea","SUICID_G1","Suicide rates","1989","1989",8.6,
"KOR","Korea","SUICID_G1","Suicide rates","1990","1990",8.8,
"KOR","Korea","SUICID_G1","Suicide rates","1991","1991",8.4,
"KOR","Korea","SUICID_G1","Suicide rates","1992","1992",9.5,
"KOR","Korea","SUICID_G1","Suicide rates","1993","1993",11.3,
"KOR","Korea","SUICID_G1","Suicide rates","1994","1994",11.5,
"KOR","Korea","SUICID_G1","Suicide rates","1995","1995",12.7,
"KOR","Korea","SUICID_G1","Suicide rates","1996","1996",15.2,
"KOR","Korea","SUICID_G1","Suicide rates","1997","1997",15.6,
"KOR","Korea","SUICID_G1","Suicide rates","1998","1998",21.7,
"KOR","Korea","SUICID_G1","Suicide rates","1999","1999",18.1,
"KOR","Korea","SUICID_G1","Suicide rates","2000","2000",16.6,
"KOR","Korea","SUICID_G1","Suicide rates","2001","2001",18,
"KOR","Korea","SUICID_G1","Suicide rates","2002","2002",22.7,
"KOR","Korea","SUICID_G1","Suicide rates","2003","2003",28.1,
"KOR","Korea","SUICID_G1","Suicide rates","2004","2004",29.5,
"KOR","Korea","SUICID_G1","Suicide rates","2005","2005",29.9,
"KOR","Korea","SUICID_G1","Suicide rates","2006","2006",26.2,
"KOR","Korea","SUICID_G1","Suicide rates","2007","2007",28.7,
"KOR","Korea","SUICID_G1","Suicide rates","2008","2008",29,
"KOR","Korea","SUICID_G1","Suicide rates","2009","2009",33.8,
"KOR","Korea","SUICID_G1","Suicide rates","2010","2010",33.5,
"KOR","Korea","SUICID_G1","Suicide rates","2011","2011",33.3,
"KOR","Korea","OBESITY_G1A","Obesity rate among the adult population","2011","2011",4.3,
"KOR","Korea","POPGEO_G1","Share of national population in the ten per cent of regions with the largest population","1995","1995",33.23,
"KOR","Korea","POPGEO_G1","Share of national population in the ten per cent of regions with the largest population","2012","2012",35.84,
"KOR","Korea","AGEDPOPGEO_G1","Elderly population","1995","1995",5.89,
"KOR","Korea","AGEDPOPGEO_G1","Elderly population","2012","2012",11.78,
"KOR","Korea","TIVA_T2A","Agriculture, hunting, forestry and fishing","1995","1995",15.02,
"KOR","Korea","TIVA_T2A","Agriculture, hunting, forestry and fishing","2000","2000",26.12,
"KOR","Korea","TIVA_T2A","Agriculture, hunting, forestry and fishing","2005","2005",30,
"KOR","Korea","TIVA_T2A","Agriculture, hunting, forestry and fishing","2008","2008",20,
"KOR","Korea","TIVA_T2A","Agriculture, hunting, forestry and fishing","2009","2009",21.8,
"KOR","Korea","TIVA_T1","Foreign value added as a share of gross exports","1995","1995",23.71, 
"KOR","Korea","TIVA_T1","Foreign value added as a share of gross exports","2000","2000",32.93, 
"KOR","Korea","TIVA_T1","Foreign value added as a share of gross exports","2005","2005",37.72, 
"KOR","Korea","TIVA_T1","Foreign value added as a share of gross exports","2008","2008",43.42, 
"KOR","Korea","TIVA_T1","Foreign value added as a share of gross exports","2009","2009",40.64, 
"KOR","Korea","STUDYABROAD_G2","Trends in international education market shares","2000","2000",0.16,
"KOR","Korea","STUDYABROAD_G2","Trends in international education market shares","2011","2011",1.46,
"KOR","Korea","TERTIARY_T1A","Population aged 25-34 below upper secondary educational attainment","2000","2000",6.72,
"KOR","Korea","TERTIARY_T1A","Population aged 25-34 below upper secondary educational attainment","2011","2011",2,
"KOR","Korea","REGDISPLABOUR_G1A","Differences in annual employment growth across regions: maximum","2012","2012",2.2,
"KOR","Korea","REGDISPLABOUR_G1B","Differences in annual employment growth across regions: minimum","2012","2012",0.38,
"KOR","Korea","TERTIARY_T1B","Population aged 25-34 upper secondary and post-secondary non-tertiary","2000","2000",6.72,
"KOR","Korea","TERTIARY_T1B","Population aged 25-34 upper secondary and post-secondary non-tertiary","2011","2011",2,
"KOR","Korea","AGEDPOPGEO_G2A","Regional elderly population: Maximum","2012","2012",6.67,
"KOR","Korea","AGEDPOPGEO_G2B","Regional elderly population: Country average","2012","2012",4.79,
"KOR","Korea","AGEDPOPGEO_G2C","Regional elderly population: Minimum","2012","2012",3.03,
"KOR","Korea","TIVA_T2B","Food products, beverages and tobacco","1995","1995",19.49,
"KOR","Korea","TIVA_T2B","Food products, beverages and tobacco","2000","2000",22.98,
"KOR","Korea","TIVA_T2B","Food products, beverages and tobacco","2005","2005",21.91,
"KOR","Korea","TIVA_T2B","Food products, beverages and tobacco","2008","2008",15.09,
"KOR","Korea","TIVA_T2B","Food products, beverages and tobacco","2009","2009",16.67,
"KOR","Korea","POPGEO_G2A","Percentage of urban population by city size: Small urban areas","2012","2012",6.12,
"KOR","Korea","POPGEO_G2B","Percentage of urban population by city size: Medium-sized urban areas","2012","2012",9.38,
"KOR","Korea","POPGEO_G2C","Percentage of urban population by city size: Metropolitan areas","2012","2012",16.15,
"KOR","Korea","POPGEO_G2D","Percentage of urban population by city size: Large metropolitan areas","2012","2012",68.35,
"KOR","Korea","WASTE_T1B","Total amount generated municipal waste","1985","1985",20994.07,
"KOR","Korea","WASTE_T1B","Total amount generated municipal waste","1987","1987",24466.3,
"KOR","Korea","WASTE_T1B","Total amount generated municipal waste","1988","1988",26607.4,
"KOR","Korea","WASTE_T1B","Total amount generated municipal waste","1989","1989",28477.7,
"KOR","Korea","WASTE_T1B","Total amount generated municipal waste","1990","1990",30646.1,
"KOR","Korea","WASTE_T1B","Total amount generated municipal waste","1991","1991",33669.8,
"KOR","Korea","WASTE_T1B","Total amount generated municipal waste","1992","1992",27410,
"KOR","Korea","WASTE_T1B","Total amount generated municipal waste","1993","1993",22973.1,
"KOR","Korea","WASTE_T1B","Total amount generated municipal waste","1994","1994",21213.1,
"KOR","Korea","WASTE_T1B","Total amount generated municipal waste","1995","1995",17438,
"KOR","Korea","WASTE_T1B","Total amount generated municipal waste","1996","1996",18222.6,
"KOR","Korea","WASTE_T1B","Total amount generated municipal waste","1997","1997",17481.7,
"KOR","Korea","WASTE_T1B","Total amount generated municipal waste","1998","1998",16272.8,
"KOR","Korea","WASTE_T1B","Total amount generated municipal waste","1999","1999",16649.1,
"KOR","Korea","WASTE_T1B","Total amount generated municipal waste","2000","2000",16949.9,
"KOR","Korea","WASTE_T1B","Total amount generated municipal waste","2001","2001",17702.1,
"KOR","Korea","WASTE_T1B","Total amount generated municipal waste","2002","2002",18214.2,
"KOR","Korea","WASTE_T1B","Total amount generated municipal waste","2003","2003",18518.9,
"KOR","Korea","WASTE_T1B","Total amount generated municipal waste","2004","2004",18252,
"KOR","Korea","WASTE_T1B","Total amount generated municipal waste","2005","2005",17665,
"KOR","Korea","WASTE_T1B","Total amount generated municipal waste","2006","2006",17828,
"KOR","Korea","WASTE_T1B","Total amount generated municipal waste","2007","2007",18376,
"KOR","Korea","WASTE_T1B","Total amount generated municipal waste","2008","2008",19006,
"KOR","Korea","WASTE_T1B","Total amount generated municipal waste","2009","2009",18581,
"KOR","Korea","OBESITY_G1B","Obesity rate among the adult population: women","2011","2011",4.6,
"KOR","Korea","ODA_T1B","Net official development assistance, millions of US dollars","2007","2007",696.11,
"KOR","Korea","ODA_T1B","Net official development assistance, millions of US dollars","2008","2008",802.34,
"KOR","Korea","ODA_T1B","Net official development assistance, millions of US dollars","2009","2009",816.04,
"KOR","Korea","ODA_T1B","Net official development assistance, millions of US dollars","2010","2010",1173.79,
"KOR","Korea","ODA_T1B","Net official development assistance, millions of US dollars","2011","2011",1324.59,
"KOR","Korea","ODA_T1B","Net official development assistance, millions of US dollars","2012","2012",1597.45,
"KOR","Korea","EDUTEREXPND_T1B","Expenditure on tertiary educational institutions, index","2000","2000",78.79,
"KOR","Korea","EDUTEREXPND_T1B","Expenditure on tertiary educational institutions, index","2010","2010",137.5,
"KOR","Korea","PRODGWTHACC_T1E","Contributions to GDP growth: ICT capital, average annual growth rate 1985-2010","1985","1985",0.4,
"KOR","Korea","PRODGWTHACC_T1E","Contributions to GDP growth: ICT capital, average annual growth rate 1985-2010","1995","1995",0.4,
"KOR","Korea","PRODGWTHACC_T1E","Contributions to GDP growth: ICT capital, average annual growth rate 1985-2010","2000","2000",0.3327224,
"KOR","Korea","SOXNOX_T1B","Nitrogen oxides emissions","1984","1984",712.68,
"KOR","Korea","SOXNOX_T1B","Nitrogen oxides emissions","1985","1985",681.529,
"KOR","Korea","SOXNOX_T1B","Nitrogen oxides emissions","1986","1986",738.166,
"KOR","Korea","SOXNOX_T1B","Nitrogen oxides emissions","1987","1987",790.083,
"KOR","Korea","SOXNOX_T1B","Nitrogen oxides emissions","1988","1988",924.124,
"KOR","Korea","SOXNOX_T1B","Nitrogen oxides emissions","1989","1989",1058.164,
"KOR","Korea","SOXNOX_T1B","Nitrogen oxides emissions","1990","1990",873.151,
"KOR","Korea","SOXNOX_T1B","Nitrogen oxides emissions","1991","1991",828.785,
"KOR","Korea","SOXNOX_T1B","Nitrogen oxides emissions","1992","1992",1007.191,
"KOR","Korea","SOXNOX_T1B","Nitrogen oxides emissions","1993","1993",1120.465,
"KOR","Korea","SOXNOX_T1B","Nitrogen oxides emissions","1994","1994",1122.353,
"KOR","Korea","SOXNOX_T1B","Nitrogen oxides emissions","1995","1995",1088.37,
"KOR","Korea","SOXNOX_T1B","Nitrogen oxides emissions","1996","1996",1187.485,
"KOR","Korea","SOXNOX_T1B","Nitrogen oxides emissions","1997","1997",1206.364,
"KOR","Korea","SOXNOX_T1B","Nitrogen oxides emissions","1998","1998",1022.294,
"KOR","Korea","SOXNOX_T1B","Nitrogen oxides emissions","1999","1999",1072.323,
"KOR","Korea","SOXNOX_T1B","Nitrogen oxides emissions","2000","2000",1122.844,
